question,error,domain,country,organization_name,confidence
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in BELGIUM?",,DEFENSE,BELGIUM,Ministry of Defence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in DENMARK?",,DEFENSE,DENMARK,Ministry of Defence (Denmark),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in EL SALVADOR?",,DEFENSE,EL SALVADOR,Ministerio de la Defensa Nacional,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in IRAQ?",,DEFENSE,IRAQ,Ministry of Defence (Iraq),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in MOLDOVA?",,DEFENSE,MOLDOVA,Ministry of Defense of the Republic of Moldova,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in TRINIDAD AND TOBAGO?",,DEFENSE,TRINIDAD AND TOBAGO,Ministry of National Security,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in SAINT KITTS AND NEVIS?",,DEFENSE,SAINT KITTS AND NEVIS,Ministry of National Security,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in DJIBOUTI?",,DEFENSE,DJIBOUTI,Ministry of Defence of Djibouti,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in EQUATORIAL GUINEA?",,DEFENSE,EQUATORIAL GUINEA,Ministry of Defence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in IRELAND?",,DEFENSE,IRELAND,Department of Defence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in SAINT LUCIA?",,DEFENSE,SAINT LUCIA,"Ministry of Home Affairs, Crime Prevention, and National Security",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in MONACO?",,DEFENSE,MONACO,Ministry of the Interior,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in TUNISIA?",,DEFENSE,TUNISIA,Ministry of National Defence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in BELARUS?",,DEFENSE,BELARUS,Ministry of Defense of the Republic of Belarus,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in ISRAEL?",,DEFENSE,ISRAEL,Israeli Ministry of Defense,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in DOMINICA?",,DEFENSE,DOMINICA,NONE,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in MONGOLIA?",,DEFENSE,MONGOLIA,Ministry of Defense of Mongolia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in SAINT VINCENT AND THE GRENADINES?",,DEFENSE,SAINT VINCENT AND THE GRENADINES,"Ministry of National Security, Air and Sea Port Development",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in TURKEY?",,DEFENSE,TURKEY,Ministry of National Defense,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in BARBADOS?",,DEFENSE,BARBADOS,Prime Minister's Office (Defence and Security Division),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in DOMINICAN REPUBLIC?",,DEFENSE,DOMINICAN REPUBLIC,Ministry of Defense of the Dominican Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in COMOROS?",,DEFENSE,COMOROS,Ministry of the Interior and Defense,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in ITALY?",,DEFENSE,ITALY,Ministry of Defence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in MONTENEGRO?",,DEFENSE,MONTENEGRO,Ministry of Defence of Montenegro,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in SAMOA?",,DEFENSE,SAMOA,Ministry of Police,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in TURKMENISTAN?",,DEFENSE,TURKMENISTAN,Ministry of Defense of Turkmenistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in ARGENTINA?",,DEFENSE,ARGENTINA,Ministry of Defense (Ministerio de Defensa),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in ECUADOR?",,DEFENSE,ECUADOR,Ministerio de Defensa Nacional (Ministry of National Defense),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in MOROCCO?",,DEFENSE,MOROCCO,Minister Delegate to the Head of Government in charge of the Administration of National Defense,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in SAN MARINO?",,DEFENSE,SAN MARINO,NONE,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in JAMAICA?",,DEFENSE,JAMAICA,Ministry of National Security,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in BANGLADESH?",,DEFENSE,BANGLADESH,Ministry of Defence (Bangladesh),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in TUVALU?",,DEFENSE,TUVALU,"Ministry of Justice, Communication and Foreign Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in JAPAN?",,DEFENSE,JAPAN,Ministry of Defense,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in EGYPT?",,DEFENSE,EGYPT,Ministry of Defence and Military Production,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in MOZAMBIQUE?",,DEFENSE,MOZAMBIQUE,Ministry of National Defence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in SAO TOME & PRINCIPE?",,DEFENSE,SAO TOME & PRINCIPE,Ministry of Defense and Internal Order,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in UGANDA?",,DEFENSE,UGANDA,Ministry of Defence and Veteran Affairs (MODVA),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in BAHRAIN?",,DEFENSE,BAHRAIN,Ministry of Defence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in SAUDI ARABIA?",,DEFENSE,SAUDI ARABIA,Ministry of Defense,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for DEFENSE in JORDAN?",,DEFENSE,JORDAN,Ministry of Defence of Jordan,ConfidenceLevel.HIGH
