question,error,domain,country,organization_name,confidence
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in CZECH REPUBLIC?",,EDUCATION,CZECH REPUBLIC,"Ministry of Education, Youth and Sports (Ministerstvo školství, mládeže a tělovýchovy České republiky)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in CHILE?",,EDUCATION,CHILE,Ministerio de Educación (Ministry of Education) of Chile,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in MAURITIUS?",,EDUCATION,MAURITIUS,"Ministry of Education, Tertiary Education, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in INDIA?",,EDUCATION,INDIA,Ministry of Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in TIMOR-LESTE?",,EDUCATION,TIMOR-LESTE,Ministry of Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in ROMANIA?",,EDUCATION,ROMANIA,Ministry of Education and Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA?",,EDUCATION,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,Ministry of Education of the Democratic People's Republic of Korea,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in ECUADOR?",,EDUCATION,ECUADOR,Ministry of Education (Ministerio de Educación),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in INDONESIA?",,EDUCATION,INDONESIA,Ministry of Primary and Secondary Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in MEXICO?",,EDUCATION,MEXICO,"Secretariat of Public Education (Secretaría de Educación Pública, SEP)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in RUSSIA?",,EDUCATION,RUSSIA,Ministry of Education of the Russian Federation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in TOGO?",,EDUCATION,TOGO,"Ministry of Primary, Secondary, Technical and Vocational Education",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in ALBANIA?",,EDUCATION,ALBANIA,Ministry of Education and Sports,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in DEMOCRATIC REPUBLIC OF THE CONGO?",,EDUCATION,DEMOCRATIC REPUBLIC OF THE CONGO,"Ministry of Primary, Secondary and Vocational Education (Ministère de l'Enseignement Primaire, Secondaire et Professionnel - MEPSP)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in EGYPT?",,EDUCATION,EGYPT,Ministry of Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in IRAN?",,EDUCATION,IRAN,Ministry of Education of Iran,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in MICRONESIA?",,EDUCATION,MICRONESIA,FSM Department of Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in RWANDA?",,EDUCATION,RWANDA,Ministry of Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in TONGA?",,EDUCATION,TONGA,Ministry of Education and Training,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in DENMARK?",,EDUCATION,DENMARK,Ministry of Children and Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in IRAQ?",,EDUCATION,IRAQ,Ministry of Education (Iraq),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in MOLDOVA?",,EDUCATION,MOLDOVA,Ministry of Education and Research of the Republic of Moldova,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in SAINT KITTS AND NEVIS?",,EDUCATION,SAINT KITTS AND NEVIS,"Ministry of Education, Youth, Social Development, Gender Affairs, Aging and Disabilities",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in TRINIDAD AND TOBAGO?",,EDUCATION,TRINIDAD AND TOBAGO,Ministry of Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in CHINA?",,EDUCATION,CHINA,Ministry of Education of the People's Republic of China,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in DJIBOUTI?",,EDUCATION,DJIBOUTI,Ministry of National Education and Vocational Training (Ministère de l'Éducation Nationale et de la Formation Professionnelle),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in MONACO?",,EDUCATION,MONACO,"Department of Education, Youth and Sport",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in IRELAND?",,EDUCATION,IRELAND,Department of Education and Youth,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in TUNISIA?",,EDUCATION,TUNISIA,Ministry of Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in SAINT LUCIA?",,EDUCATION,SAINT LUCIA,"Ministry of Education, Sustainable Development, Innovation, Science, Technology and Vocational Training",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in DOMINICA?",,EDUCATION,DOMINICA,Ministry of Education and Human Resource Development,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in ISRAEL?",,EDUCATION,ISRAEL,Ministry of Education of Israel,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in MONGOLIA?",,EDUCATION,MONGOLIA,Ministry of Education and Science of Mongolia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in SAINT VINCENT AND THE GRENADINES?",,EDUCATION,SAINT VINCENT AND THE GRENADINES,Ministry of Education and National Reconciliation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in TURKEY?",,EDUCATION,TURKEY,Ministry of National Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in CENTRAL AFRICAN REPUBLIC?",,EDUCATION,CENTRAL AFRICAN REPUBLIC,Ministry of National Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in DOMINICAN REPUBLIC?",,EDUCATION,DOMINICAN REPUBLIC,Ministry of Education of the Dominican Republic (MINERD),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in ITALY?",,EDUCATION,ITALY,Ministry of Education and Merit (Ministero dell'Istruzione e del Merito - MIM),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in MONTENEGRO?",,EDUCATION,MONTENEGRO,"Ministry of Education, Science and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in SAMOA?",,EDUCATION,SAMOA,"Ministry of Education, Sports and Culture",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in CANADA?",,EDUCATION,CANADA,NONE,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in TURKMENISTAN?",,EDUCATION,TURKMENISTAN,Ministry of Education of Turkmenistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in JAMAICA?",,EDUCATION,JAMAICA,"Ministry of Education, Skills, Youth & Information",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for EDUCATION in SAN MARINO?",,EDUCATION,SAN MARINO,"Segreteria di Stato per l'Istruzione e la Cultura, l'Università e la Ricerca Scientifica, le Politiche Giovanili",ConfidenceLevel.HIGH
